"Id";"Esfera";"Municipio";"Estado";"Nome";"Sigla";"Url Curta";"Gestão"
"uncme-771";"municipal";"Livramento de Nossa Senhora";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE LIVRAMENTO DE NOSSA SENHORA - BA";"CME-LIVRAMENTO-DE-NOSSA-SENHORA-BA";"livramentodenossasenhora-ba";"PRESIDENTE: ORLANDO SILVA ALMEIDA"
"uncme-772";"municipal";"Londrina";"PR";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE LONDRINA - PR";"CME-LONDRINA-PR";"londrina-pr";"PRESIDENTE: VERA LUCIA PEREIRA DA SILVA MOURA"
"uncme-773";"municipal";"Louveira";"SP";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE LOUVEIRA - SP";"CME-LOUVEIRA-SP";"louveira-sp";"PRESIDENTE: DAIANA CRISTINA DE ANDRADE"
"uncme-774";"municipal";"Lucas do Rio Verde";"MT";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE LUCAS DO RIO VERDE - MT";"CME-LUCAS-DO-RIO-VERDE-MT";"lucasdorioverde-mt";"PRESIDENTE: MICHELENE RUFINO AMALIO ARAÚJO DE BRITTO"
"uncme-775";"municipal";"Lucena";"PB";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE LUCENA - PB";"CME-LUCENA-PB";"lucena-pb";"PRESIDENTE: WAGNER BATISTA DE LIMA "
"uncme-776";"municipal";"Luís Correia";"PI";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE LUÍS CORREIA - PI";"CME-LUÍS-CORREIA-PI";"luiscorreia-pi";"PRESIDENTE: KARLA OLIVEIRA"
"uncme-777";"municipal";"Macaé";"RJ";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MACAÉ - RJ";"CME-MACAÉ-RJ";"macae-rj";"PRESIDENTE: BRUNO MAIA DE AZEVEDO PY"
"uncme-778";"municipal";"Macajuba";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MACAJUBA - BA";"CME-MACAJUBA-BA";"macajuba-ba";"PRESIDENTE: JOSETE GOMES DE OLIVEIRA MACÊDO"
"uncme-779";"municipal";"Maçambara";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MAÇAMBARA - RS";"CME-MAÇAMBARA-RS";"macambara-rs";"PRESIDENTE: LUCILENE DORNELLES FONSECA"
"uncme-780";"municipal";"Macambira";"SE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MACAMBIRA - SE";"CME-MACAMBIRA-SE";"macambira-se";"PRESIDENTE: MARIA SÃO PEDRO DE JESUS SIQUEIRA"
"uncme-781";"municipal";"Macapá";"AP";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MACAPÁ - AP";"CME-MACAPÁ-AP";"macapa-ap";"PRESIDENTE: JOSÉ WELLINGTON FERREIRA"
"uncme-782";"municipal";"Macarani";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MACARANI - BA";"CME-MACARANI-BA";"macarani-ba";"PRESIDENTE: JAMILLE KELLY ALMEIDA SILVA "
"uncme-783";"municipal";"Macaúbas";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MACAÚBAS - BA";"CME-MACAÚBAS-BA";"macaubas-ba";"PRESIDENTE: ALZIRA DOS SANTOS LEÃO"
"uncme-784";"municipal";"Maceió";"AL";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MACEIÓ - AL";"CME-MACEIÓ-AL";"maceio-al";"PRESIDENTE: JOSEFA DA CONCEIÇAO"
"uncme-785";"municipal";"Machadinho";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MACHADINHO - RS";"CME-MACHADINHO-RS";"machadinho-rs";"PRESIDENTE: ANGELA MARIA BETIOLO TEIXEIRA"
"uncme-786";"municipal";"Machadinho d'Oeste";"RO";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MACHADINHO D'OESTE - RO";"CME-MACHADINHO-D'OESTE-RO";"machadinhod'oeste-ro";"PRESIDENTE: JOCILENE FÁTIMA KONZEN NAUE"
"uncme-787";"municipal";"Madalena";"CE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MADALENA - CE";"CME-MADALENA-CE";"madalena-ce";"PRESIDENTE: SUSIA MARIA VIEIRA REIS"
"uncme-788";"municipal";"Maetinga";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MAETINGA - BA";"CME-MAETINGA-BA";"maetinga-ba";"PRESIDENTE: IVANETE DA PAIXÃO VIEIRA DE ALMEIDA"
"uncme-789";"municipal";"Mafra";"SC";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MAFRA - SC";"CME-MAFRA-SC";"mafra-sc";"PRESIDENTE: MAYSA PIMENTEL DZUS"
"uncme-790";"municipal";"Magé";"RJ";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MAGÉ - RJ";"CME-MAGÉ-RJ";"mage-rj";"PRESIDENTE: ROSEMARI BERNARDO DE OLIVEIRA RODRIGUES"
"uncme-791";"municipal";"Maiquinique";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MAIQUINIQUE - BA";"CME-MAIQUINIQUE-BA";"maiquinique-ba";"PRESIDENTE: JESMARIO JARDIM LACERDA"
"uncme-792";"municipal";"Mairi";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MAIRI - BA";"CME-MAIRI-BA";"mairi-ba";"PRESIDENTE: VANUSIA MARIA CEDRAZ CARNEIRO SENA"
"uncme-793";"municipal";"Major Isidoro";"AL";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MAJOR ISIDORO - AL";"CME-MAJOR-ISIDORO-AL";"majorisidoro-al";"PRESIDENTE: DANIELA PATRICIA FERREIRA DE BARROS"
"uncme-794";"municipal";"Malhada";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MALHADA - BA";"CME-MALHADA-BA";"malhada-ba";"PRESIDENTE: CÁTIA CILENE DE CARVALHO GUEDES"
"uncme-795";"municipal";"Malhada de Pedras";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MALHADA DE PEDRAS - BA";"CME-MALHADA-DE-PEDRAS-BA";"malhadadepedras-ba";"PRESIDENTE: STHELA LOBO AGUIAR RIBEIRO"
"uncme-796";"municipal";"Malhada dos Bois";"SE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MALHADA DOS BOIS - SE";"CME-MALHADA-DOS-BOIS-SE";"malhadadosbois-se";"PRESIDENTE: GERINALDO GOMES"
"uncme-797";"municipal";"Malhador";"SE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MALHADOR - SE";"CME-MALHADOR-SE";"malhador-se";"PRESIDENTE: MARIA DE FÁTIMA ARAGÃO DOS ANJOS"
"uncme-798";"municipal";"Manacapuru";"AM";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MANACAPURU - AM";"CME-MANACAPURU-AM";"manacapuru-am";"PRESIDENTE: MARA REGINA MARQUES DE OLIVEIRA"
"uncme-799";"municipal";"Manaquiri";"AM";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MANAQUIRI - AM";"CME-MANAQUIRI-AM";"manaquiri-am";"PRESIDENTE: DARCLEI DA SILVA MATOS"
"uncme-800";"municipal";"Manaus";"AM";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MANAUS - AM";"CME-MANAUS-AM";"manaus-am";"PRESIDENTE: TIAGO LIMA E SILVA"
"uncme-801";"municipal";"Mâncio Lima";"AC";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MÂNCIO LIMA - AC";"CME-MÂNCIO-LIMA-AC";"manciolima-ac";"PRESIDENTE: REGILENE BEZERRA DA SILVA"
"uncme-802";"municipal";"Mangaratiba";"RJ";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MANGARATIBA - RJ";"CME-MANGARATIBA-RJ";"mangaratiba-rj";"PRESIDENTE: ADRIANA GOMES LEONÍDIO"
"uncme-803";"municipal";"Manicoré";"AM";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MANICORÉ - AM";"CME-MANICORÉ-AM";"manicore-am";"PRESIDENTE: ADEMAR ABREU DO CARMO"
"uncme-804";"municipal";"Manoel Urbano";"AC";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MANOEL URBANO - AC";"CME-MANOEL-URBANO-AC";"manoelurbano-ac";"PRESIDENTE: CLEYTON SILVA DO NASCIMENTO"
"uncme-805";"municipal";"Mansidão";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MANSIDÃO - BA";"CME-MANSIDÃO-BA";"mansidao-ba";"PRESIDENTE: MARIA ANGELICA OLIVEIRA DO NASCIMENTO"
"uncme-806";"municipal";"Maquiné";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MAQUINÉ - RS";"CME-MAQUINÉ-RS";"maquine-rs";"PRESIDENTE: CECÍLIA MAREMA FLORENTINO MUNARI                                          "
"uncme-807";"municipal";"Mar Vermelho";"AL";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MAR VERMELHO - AL";"CME-MAR-VERMELHO-AL";"marvermelho-al";"PRESIDENTE: QUITÉRIA BERTO DO NASCIMENTO"
"uncme-808";"municipal";"Marabá";"PA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARABÁ - PA";"CME-MARABÁ-PA";"maraba-pa";"PRESIDENTE: HILDECY FERREIRA DE ARAÚJO"
"uncme-809";"municipal";"Maracanaú";"CE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARACANAÚ - CE";"CME-MARACANAÚ-CE";"maracanau-ce";"PRESIDENTE: FRANCISCA FRANCINEIDE DE PINHO"
"uncme-810";"municipal";"Maracás";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARACÁS - BA";"CME-MARACÁS-BA";"maracas-ba";"PRESIDENTE: JOSIANE VIEIRA DE ALMEIDA SARAIVA"
"uncme-811";"municipal";"Maragogi";"AL";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARAGOGI - AL";"CME-MARAGOGI-AL";"maragogi-al";"PRESIDENTE: ANTONIA DE PÁDUA FERRAZ BARROS"
"uncme-812";"municipal";"Maranguape";"CE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARANGUAPE - CE";"CME-MARANGUAPE-CE";"maranguape-ce";"PRESIDENTE: FRANCISCA SIRONE ALCÊNCIA FREIRE"
"uncme-813";"municipal";"Marapanim";"PA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARAPANIM - PA";"CME-MARAPANIM-PA";"marapanim-pa";"PRESIDENTE: ABDON CARVALHO GOMES"
"uncme-814";"municipal";"Maratá";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARATÁ - RS";"CME-MARATÁ-RS";"marata-rs";"PRESIDENTE: GISELE NEUHAUS"
"uncme-815";"municipal";"Maraú";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARAÚ - BA";"CME-MARAÚ-BA";"marau-ba";"PRESIDENTE: ROBÉRIO FIGUEIREDO SAMPAIO"
"uncme-816";"municipal";"Marau";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARAU - RS";"CME-MARAU-RS";"marau-rs";"PRESIDENTE: TATIANA LOCATELLI"
"uncme-817";"municipal";"Marcelândia";"MT";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARCELÂNDIA - MT";"CME-MARCELÂNDIA-MT";"marcelandia-mt";"PRESIDENTE: SELMA ROSANA MENDES DE SOUZA SILVA"
"uncme-818";"municipal";"Marcelino Ramos";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARCELINO RAMOS - RS";"CME-MARCELINO-RAMOS-RS";"marcelinoramos-rs";"PRESIDENTE: MÁRCIA APARECIDA KUHN"
"uncme-819";"municipal";"Marcionílio Souza";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARCIONÍLIO SOUZA - BA";"CME-MARCIONÍLIO-SOUZA-BA";"marcioniliosouza-ba";"PRESIDENTE: LUCILEIDE DOS SANTOS MOTA"
"uncme-820";"municipal";"Marcolândia";"PI";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARCOLÂNDIA - PI";"CME-MARCOLÂNDIA-PI";"marcolandia-pi";"PRESIDENTE: FRANCISCA NUBIA DA COSTAARAUJO"
"uncme-821";"municipal";"Marechal Deodoro";"AL";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARECHAL DEODORO - AL";"CME-MARECHAL-DEODORO-AL";"marechaldeodoro-al";"PRESIDENTE: JOSÉ GENILDO DA SILVA"
"uncme-822";"municipal";"Mari";"PB";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARI - PB";"CME-MARI-PB";"mari-pb";"PRESIDENTE: MARILENE ALVES DA SILVA GONÇALVES"
"uncme-823";"municipal";"Mariano Moro";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARIANO MORO - RS";"CME-MARIANO-MORO-RS";"marianomoro-rs";"PRESIDENTE: GRACIELE PARISE"
"uncme-824";"municipal";"Maricá";"RJ";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARICÁ - RJ";"CME-MARICÁ-RJ";"marica-rj";"PRESIDENTE: ADRIANA LUIZA DA COSTA"
"uncme-825";"municipal";"Marizópolis";"PB";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARIZÓPOLIS - PB";"CME-MARIZÓPOLIS-PB";"marizopolis-pb";"PRESIDENTE: IJARES PAULINO LINS ARAUJO"
"uncme-826";"municipal";"Marques de Souza";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARQUES DE SOUZA - RS";"CME-MARQUES-DE-SOUZA-RS";"marquesdesouza-rs";"PRESIDENTE: PATRÍCIA FERNANDA SCHNEIDER KRAHN"
"uncme-827";"municipal";"Martinópolis";"SP";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARTINÓPOLIS - SP";"CME-MARTINÓPOLIS-SP";"martinopolis-sp";"PRESIDENTE: MARCIA FERREIRA PRANDO"
"uncme-828";"municipal";"Martins";"RN";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARTINS - RN";"CME-MARTINS-RN";"martins-rn";"PRESIDENTE: TANIA MARIA DE ANDRADE"
"uncme-829";"municipal";"Maruim";"SE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MARUIM - SE";"CME-MARUIM-SE";"maruim-se";"PRESIDENTE: CARLA MARIA AZEVEDO MACHADO PINA"
"uncme-830";"municipal";"Mascote";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MASCOTE - BA";"CME-MASCOTE-BA";"mascote-ba";"PRESIDENTE: JAQUELINE ALVES SANTOS"
"uncme-831";"municipal";"Mata";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MATA - RS";"CME-MATA-RS";"mata-rs";"PRESIDENTE: GISLAINE HARTMANN CARVALHO"
"uncme-832";"municipal";"Mata de SÃ£o JoÃ£o";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MATA DE SÃ£O JOÃ£O - BA";"CME-MATA-DE-SÃ£O-JOÃ£O-BA";"matadesaojoao-ba";"PRESIDENTE: DENISE GUIMARÃƑES FERNANDES MARINS"
"uncme-833";"municipal";"Matias Olímpio";"PI";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MATIAS OLÍMPIO - PI";"CME-MATIAS-OLÍMPIO-PI";"matiasolimpio-pi";"PRESIDENTE: ROSSICLE MARIA PESSOA DE OLIVEIRA"
"uncme-834";"municipal";"Matina";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MATINA - BA";"CME-MATINA-BA";"matina-ba";"PRESIDENTE: LUCICLEIA DE OLIVEIRA PEREIRA"
"uncme-835";"municipal";"Matinha";"MA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MATINHA - MA";"CME-MATINHA-MA";"matinha-ma";"PRESIDENTE: JACKSON SANTANA SOEIRO SILVA"
"uncme-836";"municipal";"Matinhas";"PB";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MATINHAS - PB";"CME-MATINHAS-PB";"matinhas-pb";"PRESIDENTE: SUELI MARIA DA SILVA"
"uncme-837";"municipal";"Mato Leitão";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MATO LEITÃO - RS";"CME-MATO-LEITÃO-RS";"matoleitao-rs";"PRESIDENTE: SIMONE ELIANA RUPPENTHAL SILBERSCHLAG"
"uncme-838";"municipal";"Mato Queimado";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MATO QUEIMADO - RS";"CME-MATO-QUEIMADO-RS";"matoqueimado-rs";"PRESIDENTE: NEUSA MARIA BRILL"
"uncme-839";"municipal";"Matões";"MA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MATÕES - MA";"CME-MATÕES-MA";"matoes-ma";"PRESIDENTE: GABRIELA SOUSA E SILVA RODRIGUES"
"uncme-840";"municipal";"Matriz de Camaragibe";"AL";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MATRIZ DE CAMARAGIBE - AL";"CME-MATRIZ-DE-CAMARAGIBE-AL";"matrizdecamaragibe-al";"PRESIDENTE: MARIA JOSÉ DOS SANTOS VASCO DA SILVA"
"uncme-841";"municipal";"Matupá";"MT";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MATUPÁ - MT";"CME-MATUPÁ-MT";"matupa-mt";"PRESIDENTE: ROSILENE PEREIRA SERRA"
"uncme-842";"municipal";"Maturéia";"PB";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MATURÉIA - PB";"CME-MATURÉIA-PB";"matureia-pb";"PRESIDENTE: KAYRO DOS SANTOS ALMEIDA"
"uncme-843";"municipal";"Maués";"AM";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MAUÉS - AM";"CME-MAUÉS-AM";"maues-am";"PRESIDENTE: ELZINEIDE MIRANDA  CARDOSO"
"uncme-844";"municipal";"Maximiliano de Almeida";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MAXIMILIANO DE ALMEIDA - RS";"CME-MAXIMILIANO-DE-ALMEIDA-RS";"maximilianodealmeida-rs";"PRESIDENTE: MARCIA BECCHI MACHADO DE CAMPOS"
"uncme-845";"municipal";"Medeiros Neto";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MEDEIROS NETO - BA";"CME-MEDEIROS-NETO-BA";"medeirosneto-ba";"PRESIDENTE: LUCELIA DE JESUS GOMES"
"uncme-846";"municipal";"Mendes";"RJ";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MENDES - RJ";"CME-MENDES-RJ";"mendes-rj";"PRESIDENTE: LEANDRA MIRANDA DE CASTRO"
"uncme-847";"municipal";"Messias";"AL";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MESSIAS - AL";"CME-MESSIAS-AL";"messias-al";"PRESIDENTE: MARLY DO SOCORRO PEIXOTO VIDINHA"
"uncme-848";"municipal";"Miguel Calmon";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MIGUEL CALMON - BA";"CME-MIGUEL-CALMON-BA";"miguelcalmon-ba";"PRESIDENTE: LUCINEA SOUZA ANDRADE"
"uncme-849";"municipal";"Milagres do Maranhão";"MA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MILAGRES DO MARANHÃO - MA";"CME-MILAGRES-DO-MARANHÃO-MA";"milagresdomaranhao-ma";"PRESIDENTE: MARIA DO AMPARO MOREIRA"
"uncme-850";"municipal";"Milhã";"CE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MILHÃ - CE";"CME-MILHÃ-CE";"milha-ce";"PRESIDENTE: FRANCISCA UCHÔA MATOS DE CARVALHO"
"uncme-851";"municipal";"Minas do Leão";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MINAS DO LEÃO - RS";"CME-MINAS-DO-LEÃO-RS";"minasdoleao-rs";"PRESIDENTE: CLARICE DE FREITAS"
"uncme-852";"municipal";"Mineiros";"GO";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MINEIROS - GO";"CME-MINEIROS-GO";"mineiros-go";"PRESIDENTE: ADRIANE PEREIRA RESENDE MARQUES"
"uncme-853";"municipal";"Miraguaí";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MIRAGUAÍ - RS";"CME-MIRAGUAÍ-RS";"miraguai-rs";"PRESIDENTE: DILCE MOREIRA WISNIEWSKI"
"uncme-854";"municipal";"Mirangaba";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MIRANGABA - BA";"CME-MIRANGABA-BA";"mirangaba-ba";"PRESIDENTE: ELIZAMA FERREIRA SILVA VIEIRA"
"uncme-855";"municipal";"Mirante";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MIRANTE - BA";"CME-MIRANTE-BA";"mirante-ba";"PRESIDENTE: RUBELITA TEIXEIRA DE OLIVEIRA "
"uncme-856";"municipal";"Mococa";"SP";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MOCOCA - SP";"CME-MOCOCA-SP";"mococa-sp";"PRESIDENTE: ROSICLER HELENA MOARES E SOUZA"
"uncme-857";"municipal";"Mogi-Guaçu";"SP";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MOGI-GUAÇU - SP";"CME-MOGI-GUAÇU-SP";"mogiguacu-sp";"PRESIDENTE: MARIA APARECIDA DE SOUSA"
"uncme-858";"municipal";"Mogi-Mirim";"SP";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MOGI-MIRIM - SP";"CME-MOGI-MIRIM-SP";"mogimirim-sp";"PRESIDENTE: TÂNIA DE ANDRADE MAGALHÃES"
"uncme-859";"municipal";"Moita Bonita";"SE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MOITA BONITA - SE";"CME-MOITA-BONITA-SE";"moitabonita-se";"PRESIDENTE: ELIELZE SANTOS SOBRAL"
"uncme-860";"municipal";"Mombaça";"CE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MOMBAÇA - CE";"CME-MOMBAÇA-CE";"mombaca-ce";"PRESIDENTE: ANTONIA ELISBETH PONTES PAULINO"
"uncme-861";"municipal";"Monção";"MA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MONÇÃO - MA";"CME-MONÇÃO-MA";"moncao-ma";"PRESIDENTE: WHILKERSANYA AMORIM MIGUINS"
"uncme-862";"municipal";"Montadas";"PB";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MONTADAS - PB";"CME-MONTADAS-PB";"montadas-pb";"PRESIDENTE: HELANIA VERISSIMO DE SOUZA COSTA"
"uncme-863";"municipal";"Montanhas";"RN";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MONTANHAS - RN";"CME-MONTANHAS-RN";"montanhas-rn";"PRESIDENTE: EDENILDE MARCELINO DA SILVA"
"uncme-864";"municipal";"Monte Alegre de Sergipe";"SE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MONTE ALEGRE DE SERGIPE - SE";"CME-MONTE-ALEGRE-DE-SERGIPE-SE";"montealegredesergipe-se";"PRESIDENTE: SILVANIA DA CONCEIÇÃO"
"uncme-865";"municipal";"Monte Alegre do Piauí";"PI";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MONTE ALEGRE DO PIAUÍ - PI";"CME-MONTE-ALEGRE-DO-PIAUÍ-PI";"montealegredopiaui-pi";"PRESIDENTE: NORMA CRISTINA NOGUEIRA DUAILIBE"
"uncme-866";"municipal";"Monte Alegre dos Campos";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MONTE ALEGRE DOS CAMPOS - RS";"CME-MONTE-ALEGRE-DOS-CAMPOS-RS";"montealegredoscampos-rs";"PRESIDENTE: ANTONIO JOACIR BOEIRA TAVARES"
"uncme-867";"municipal";"Monte Belo do Sul";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MONTE BELO DO SUL - RS";"CME-MONTE-BELO-DO-SUL-RS";"montebelodosul-rs";"PRESIDENTE: ELIANE MESACAZA"
"uncme-868";"municipal";"Monte das Gameleiras";"RN";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MONTE DAS GAMELEIRAS - RN";"CME-MONTE-DAS-GAMELEIRAS-RN";"montedasgameleiras-rn";"PRESIDENTE: LUZENILDA FELIPE DA SILVA"
"uncme-869";"municipal";"Monteiro";"PB";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MONTEIRO - PB";"CME-MONTEIRO-PB";"monteiro-pb";"PRESIDENTE: VERONICE PAZ DA SILVA"
"uncme-870";"municipal";"Monteiro Lobato";"SP";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MONTEIRO LOBATO - SP";"CME-MONTEIRO-LOBATO-SP";"monteirolobato-sp";"PRESIDENTE: MARA NOVELLO GERBELLI"
"uncme-871";"municipal";"Montenegro";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MONTENEGRO - RS";"CME-MONTENEGRO-RS";"montenegro-rs";"PRESIDENTE: VIVIANE APARECIDA DA SILVA MORANDINI"
"uncme-872";"municipal";"Montes Altos";"MA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MONTES ALTOS - MA";"CME-MONTES-ALTOS-MA";"montesaltos-ma";"PRESIDENTE: FRANCISCO PINHEIRO PIMENTEL"
"uncme-873";"municipal";"Montividiu";"GO";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MONTIVIDIU - GO";"CME-MONTIVIDIU-GO";"montividiu-go";"PRESIDENTE: FABIANE GOMES FERREIRA RODRIGUES"
"uncme-874";"municipal";"Montividiu do Norte";"GO";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MONTIVIDIU DO NORTE - GO";"CME-MONTIVIDIU-DO-NORTE-GO";"montividiudonorte-go";"PRESIDENTE: WANDERSOM FERREIRA DA SILVA"
"uncme-875";"municipal";"Morada Nova";"CE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MORADA NOVA - CE";"CME-MORADA-NOVA-CE";"moradanova-ce";"PRESIDENTE: ANTONIO RODRIGUES FILHO"
"uncme-876";"municipal";"Mormaço";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MORMAÇO - RS";"CME-MORMAÇO-RS";"mormaco-rs";"PRESIDENTE: RUI CECCON"
"uncme-877";"municipal";"Morpará";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MORPARÁ - BA";"CME-MORPARÁ-BA";"morpara-ba";"PRESIDENTE: HUMBERTO DA SILVA CARDOSO"
"uncme-878";"municipal";"Morrinhos";"GO";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MORRINHOS - GO";"CME-MORRINHOS-GO";"morrinhos-go";"PRESIDENTE: ELIZANGELA ALVES DE MOURA"
"uncme-879";"municipal";"Morrinhos";"CE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MORRINHOS - CE";"CME-MORRINHOS-CE";"morrinhos-ce";"PRESIDENTE: KARLA CIELY GALVAO"
"uncme-880";"municipal";"Morrinhos do Sul";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MORRINHOS DO SUL - RS";"CME-MORRINHOS-DO-SUL-RS";"morrinhosdosul-rs";"PRESIDENTE: ROBERTA DE OLIVEIRA BAUER BROCCA"
"uncme-881";"municipal";"Morro Cabeça no Tempo";"PI";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE MORRO CABEÇA NO TEMPO - PI";"CME-MORRO-CABEÇA-NO-TEMPO-PI";"morrocabecanotempo-pi";"PRESIDENTE: MARIA JOANA DE FIGUEREDO"
