"Id";"Esfera";"Municipio";"Estado";"Nome";"Sigla";"Url Curta";"Gestão"
"uncme-1";"municipal";"Abadia de Goiás";"GO";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ABADIA DE GOIÁS - GO";"CME-ABADIA-DE-GOIÁS-GO";"abadiadegoias-go";"PRESIDENTE: ANTONIO RIBEIRO SILVA "
"uncme-2";"municipal";"Abaetetuba";"PA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ABAETETUBA - PA";"CME-ABAETETUBA-PA";"abaetetuba-pa";"PRESIDENTE: MANOEL CARLOS GUIMARÃES"
"uncme-3";"municipal";"Abaiara";"CE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ABAIARA - CE";"CME-ABAIARA-CE";"abaiara-ce";"PRESIDENTE: JOSÉ EVANTUIL DE SOUSA"
"uncme-4";"municipal";"Abaíra";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ABAÍRA - BA";"CME-ABAÍRA-BA";"abaira-ba";"PRESIDENTE: RAIKA BRITO LUZ ALENCAR"
"uncme-5";"municipal";"Açailândia";"MA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AÇAILÂNDIA - MA";"CME-AÇAILÂNDIA-MA";"acailandia-ma";"PRESIDENTE: FRANCISCO ROMBERG ARAUJO DOS SANTOS"
"uncme-6";"municipal";"Acajutiba";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ACAJUTIBA - BA";"CME-ACAJUTIBA-BA";"acajutiba-ba";"PRESIDENTE: JOSÉ CARLOS DA SILVA"
"uncme-7";"municipal";"Acauã";"PI";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ACAUÃ - PI";"CME-ACAUÃ-PI";"acaua-pi";"PRESIDENTE: FRANCISCA NUBIA DA COSTA ARAUJO"
"uncme-8";"municipal";"Aceguá";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ACEGUÁ - RS";"CME-ACEGUÁ-RS";"acegua-rs";"PRESIDENTE: RITA MARA ACORDI SILVEIRA"
"uncme-9";"municipal";"Adamantina";"SP";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ADAMANTINA - SP";"CME-ADAMANTINA-SP";"adamantina-sp";"PRESIDENTE: EVA CRISTINA DE CARVALHO SOUZA MENDES"
"uncme-10";"municipal";"Adustina";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ADUSTINA - BA";"CME-ADUSTINA-BA";"adustina-ba";"PRESIDENTE: SUELY REIS DOS SANTOS"
"uncme-11";"municipal";"Afrânio";"PE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AFRÂNIO - PE";"CME-AFRÂNIO-PE";"afranio-pe";"PRESIDENTE: MARIA GORETE COELHO CAVALCANTI"
"uncme-12";"municipal";"Afuá";"PA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AFUÁ - PA";"CME-AFUÁ-PA";"afua-pa";"PRESIDENTE: LUIZA CONCEIÇÃO DE SOUZA NOBRE"
"uncme-13";"municipal";"Água Boa";"MT";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ÁGUA BOA - MT";"CME-ÁGUA-BOA-MT";"aguaboa-mt";"PRESIDENTE: BARBARA ELLEN RODRIGUES DE LIMA "
"uncme-14";"municipal";"Água Branca";"AL";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ÁGUA BRANCA - AL";"CME-ÁGUA-BRANCA-AL";"aguabranca-al";"PRESIDENTE: PLINIO MARCOS BATISTA DA SILVA"
"uncme-15";"municipal";"Água Clara";"MS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ÁGUA CLARA - MS";"CME-ÁGUA-CLARA-MS";"aguaclara-ms";"PRESIDENTE: ALAN CEZAR ALVES DE SOUZA"
"uncme-16";"municipal";"Água Doce do Maranhão";"MA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ÁGUA DOCE DO MARANHÃO - MA";"CME-ÁGUA-DOCE-DO-MARANHÃO-MA";"aguadocedomaranhao-ma";"PRESIDENTE: SILVANA SILVA PASCOA"
"uncme-17";"municipal";"Água Fria";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ÁGUA FRIA - BA";"CME-ÁGUA-FRIA-BA";"aguafria-ba";"PRESIDENTE: CESAR SANTOS BARRETO"
"uncme-18";"municipal";"Água Nova";"RN";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ÁGUA NOVA - RN";"CME-ÁGUA-NOVA-RN";"aguanova-rn";"PRESIDENTE: ADELZON FRANCISCO FERREIRA NUNES"
"uncme-19";"municipal";"Água Santa";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ÁGUA SANTA - RS";"CME-ÁGUA-SANTA-RS";"aguasanta-rs";"PRESIDENTE: CARLOS PERUZZO"
"uncme-20";"municipal";"Águas Belas";"PE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ÁGUAS BELAS - PE";"CME-ÁGUAS-BELAS-PE";"aguasbelas-pe";"PRESIDENTE: MARIA CINTIA OLIVEIRA SILVA ROSENDO"
"uncme-21";"municipal";"Agudo";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AGUDO - RS";"CME-AGUDO-RS";"agudo-rs";"PRESIDENTE: EMANUELI UNFER"
"uncme-22";"municipal";"Aimorés";"MG";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AIMORÉS - MG";"CME-AIMORÉS-MG";"aimores-mg";"PRESIDENTE: LILIA PEREIRA ROELA E SILVA"
"uncme-23";"municipal";"Aiquara";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AIQUARA - BA";"CME-AIQUARA-BA";"aiquara-ba";"PRESIDENTE: MIRIAM MOREIRA DA SILVA DE JESUS"
"uncme-24";"municipal";"Aiuaba";"CE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AIUABA - CE";"CME-AIUABA-CE";"aiuaba-ce";"PRESIDENTE: FRANCISCA IVA DA SILVA"
"uncme-25";"municipal";"Ajuricaba";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AJURICABA - RS";"CME-AJURICABA-RS";"ajuricaba-rs";"PRESIDENTE: MARLEI FATIMA FOGUESATTO OTTONELLI"
"uncme-26";"municipal";"Alagoinhas";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALAGOINHAS - BA";"CME-ALAGOINHAS-BA";"alagoinhas-ba";"PRESIDENTE: ELINETE ALVES DE JESUS"
"uncme-27";"municipal";"Alcântaras";"CE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALCÂNTARAS - CE";"CME-ALCÂNTARAS-CE";"alcantaras-ce";"PRESIDENTE: MARIA APARECIDA COSTA DE PAULO"
"uncme-28";"municipal";"Alcobaça";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALCOBAÇA - BA";"CME-ALCOBAÇA-BA";"alcobaca-ba";"PRESIDENTE: TELMA MARIA MIRANDA DA ROCHA "
"uncme-29";"municipal";"Aldeias Altas";"MA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALDEIAS ALTAS - MA";"CME-ALDEIAS-ALTAS-MA";"aldeiasaltas-ma";"PRESIDENTE: LOURIANE SANTIAGO LOURA"
"uncme-30";"municipal";"Alecrim";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALECRIM - RS";"CME-ALECRIM-RS";"alecrim-rs";"PRESIDENTE: NILVA MARIA RAMBO SCHEID"
"uncme-31";"municipal";"Alegrete";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALEGRETE - RS";"CME-ALEGRETE-RS";"alegrete-rs";"PRESIDENTE: VERA MARIA LARA DORNELES"
"uncme-32";"municipal";"Alegrete do Piauí";"PI";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALEGRETE DO PIAUÍ - PI";"CME-ALEGRETE-DO-PIAUÍ-PI";"alegretedopiaui-pi";"PRESIDENTE: MARIA LILIAN DE ALENCAR"
"uncme-33";"municipal";"Alegria";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALEGRIA - RS";"CME-ALEGRIA-RS";"alegria-rs";"PRESIDENTE: ELISANDRA RITA KNEBELKAMP"
"uncme-34";"municipal";"Alenquer";"PA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALENQUER - PA";"CME-ALENQUER-PA";"alenquer-pa";"PRESIDENTE: CLEIDIANE MARIA SOUZA DE PAULA"
"uncme-35";"municipal";"Algodão de Jandaíra";"PB";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALGODÃO DE JANDAÍRA - PB";"CME-ALGODÃO-DE-JANDAÍRA-PB";"algodaodejandaira-pb";"PRESIDENTE: JOSINETE FERREIRA DE LIMA"
"uncme-36";"municipal";"Almadina";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALMADINA - BA";"CME-ALMADINA-BA";"almadina-ba";"PRESIDENTE: MATHEUS OLIVEIRA PÓVOAS"
"uncme-37";"municipal";"Almeirim";"PA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALMEIRIM - PA";"CME-ALMEIRIM-PA";"almeirim-pa";"PRESIDENTE: PEDRO DO CARMO SANTOS"
"uncme-38";"municipal";"Almirante Tamandaré do Sul";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALMIRANTE TAMANDARÉ DO SUL - RS";"CME-ALMIRANTE-TAMANDARÉ-DO-SUL-RS";"almirantetamandaredosul-rs";"PRESIDENTE: MARLI FÁTIMA CEREZA"
"uncme-39";"municipal";"Alta Floresta";"MT";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALTA FLORESTA - MT";"CME-ALTA-FLORESTA-MT";"altafloresta-mt";"PRESIDENTE: MÔNICA GONZAGA MARQUES BENETTI"
"uncme-40";"municipal";"Alta Floresta d'Oeste";"RO";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALTA FLORESTA D'OESTE - RO";"CME-ALTA-FLORESTA-D'OESTE-RO";"altaflorestad'oeste-ro";"PRESIDENTE: ANA MARIA DE JESUS DE PAULA"
"uncme-41";"municipal";"Altaneira";"CE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALTANEIRA - CE";"CME-ALTANEIRA-CE";"altaneira-ce";"PRESIDENTE: JOSÉ EVANTUIL DE SOUSA"
"uncme-42";"municipal";"Alto Alegre";"RR";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALTO ALEGRE - RR";"CME-ALTO-ALEGRE-RR";"altoalegre-rr";"PRESIDENTE: ANA NÚBIA DE OLIVEIRA SANTOS"
"uncme-43";"municipal";"Alto Alegre";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALTO ALEGRE - RS";"CME-ALTO-ALEGRE-RS";"altoalegre-rs";"PRESIDENTE: JUSTINA IGNEZ  BERTOL"
"uncme-44";"municipal";"Alto Alegre do Pindarï¿½";"MA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALTO ALEGRE DO PINDARÏ¿½ - MA";"CME-ALTO-ALEGRE-DO-PINDARÏ¿½-MA";"altoalegredopindari12-ma";"PRESIDENTE: MARIA HELENA AZEVEDO MACHADO"
"uncme-45";"municipal";"Alto Boa Vista";"MT";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALTO BOA VISTA - MT";"CME-ALTO-BOA-VISTA-MT";"altoboavista-mt";"PRESIDENTE: SONIA MARIA BATISTA SILVA MELO"
"uncme-46";"municipal";"Alto Feliz";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALTO FELIZ - RS";"CME-ALTO-FELIZ-RS";"altofeliz-rs";"PRESIDENTE: ANELISE REGINA BOENNY"
"uncme-47";"municipal";"Alto Longá";"PI";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALTO LONGÁ - PI";"CME-ALTO-LONGÁ-PI";"altolonga-pi";"PRESIDENTE: OZILEIDE ALVES DA SILVA SOARES"
"uncme-48";"municipal";"Alto Paraíso";"RO";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALTO PARAÍSO - RO";"CME-ALTO-PARAÍSO-RO";"altoparaiso-ro";"PRESIDENTE: GILVAN VASCONCELOS GOMES"
"uncme-49";"municipal";"Alto Taquari";"MT";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALTO TAQUARI - MT";"CME-ALTO-TAQUARI-MT";"altotaquari-mt";"PRESIDENTE: LUCIENNE  LIZALDO  TOLENTINO  BARBOSA"
"uncme-50";"municipal";"Altos";"PI";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALTOS - PI";"CME-ALTOS-PI";"altos-pi";"PRESIDENTE: MARIA FÁTIMA PAULA DOS SANTOS"
"uncme-51";"municipal";"Alumínio";"SP";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALUMÍNIO - SP";"CME-ALUMÍNIO-SP";"aluminio-sp";"PRESIDENTE: CLAUDIA REGINA RECH ROSSONI"
"uncme-52";"municipal";"Alvorada";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALVORADA - RS";"CME-ALVORADA-RS";"alvorada-rs";"PRESIDENTE: ROSELI SANTOS DA SILVA"
"uncme-53";"municipal";"Alvorada d'Oeste";"RO";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALVORADA D'OESTE - RO";"CME-ALVORADA-D'OESTE-RO";"alvoradad'oeste-ro";"PRESIDENTE: JOSELIA ALVES COSTA"
"uncme-54";"municipal";"Alvorada do Gurguéia";"PI";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ALVORADA DO GURGUÉIA - PI";"CME-ALVORADA-DO-GURGUÉIA-PI";"alvoradadogurgueia-pi";"PRESIDENTE: FRANCISCA MARIA DA SILVA FARIAS"
"uncme-55";"municipal";"Amambaí";"MS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AMAMBAÍ - MS";"CME-AMAMBAÍ-MS";"amambai-ms";"PRESIDENTE: LEONICE SESNICK DE OLIVEIRA"
"uncme-56";"municipal";"Amapá";"AP";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AMAPÁ - AP";"CME-AMAPÁ-AP";"amapa-ap";"PRESIDENTE: JACÓ VILHENA DE CASTRO"
"uncme-57";"municipal";"Amarante";"PI";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AMARANTE - PI";"CME-AMARANTE-PI";"amarante-pi";"PRESIDENTE: VALDEMIR PEREIRA DOS SANTOS"
"uncme-58";"municipal";"Amargosa";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AMARGOSA - BA";"CME-AMARGOSA-BA";"amargosa-ba";"PRESIDENTE: GILVAN DOS REIS QUADROS"
"uncme-59";"municipal";"Amélia Rodrigues";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AMÉLIA RODRIGUES - BA";"CME-AMÉLIA-RODRIGUES-BA";"ameliarodrigues-ba";"PRESIDENTE: JUCELI DE JESUS DANTAS"
"uncme-60";"municipal";"Ametista do Sul";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AMETISTA DO SUL - RS";"CME-AMETISTA-DO-SUL-RS";"ametistadosul-rs";"PRESIDENTE: ANGELA MARIA MEZZAROBA NUNES"
"uncme-61";"municipal";"Amontada";"CE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AMONTADA - CE";"CME-AMONTADA-CE";"amontada-ce";"PRESIDENTE: JOSE TONYZEW SALES"
"uncme-62";"municipal";"Amparo de São Francisco";"SE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AMPARO DE SÃO FRANCISCO - SE";"CME-AMPARO-DE-SÃO-FRANCISCO-SE";"amparodesaofrancisco-se";"PRESIDENTE: ARITANA CONCEIÇÃO FERREIRA DIVINO "
"uncme-63";"municipal";"Anadia";"AL";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ANADIA - AL";"CME-ANADIA-AL";"anadia-al";"PRESIDENTE: GIVANILDA SOARES DE CERQUEIRA SANTOS"
"uncme-64";"municipal";"Anajás";"PA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ANAJÁS - PA";"CME-ANAJÁS-PA";"anajas-pa";"PRESIDENTE: NATANAEL DE CARVALHO SANTIAGO"
"uncme-65";"municipal";"Anamã";"AM";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ANAMÃ - AM";"CME-ANAMÃ-AM";"anama-am";"PRESIDENTE: MANOEL PEDRO DE MORAES"
"uncme-66";"municipal";"Anapu";"PA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ANAPU - PA";"CME-ANAPU-PA";"anapu-pa";"PRESIDENTE: JUSCELINO SILVA BRITO"
"uncme-67";"municipal";"Anastácio";"MS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ANASTÁCIO - MS";"CME-ANASTÁCIO-MS";"anastacio-ms";"PRESIDENTE: ROSEMEIRE MARINA NEVES COSTA"
"uncme-68";"municipal";"Andaraí";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ANDARAÍ - BA";"CME-ANDARAÍ-BA";"andarai-ba";"PRESIDENTE: DENISE MIRNA PASSOS GUIMARÃES"
"uncme-69";"municipal";"André da Rocha";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ANDRÉ DA ROCHA - RS";"CME-ANDRÉ-DA-ROCHA-RS";"andredarocha-rs";"PRESIDENTE: NILCE DE FÁTIMA DOS SANTOS SORGATO"
"uncme-70";"municipal";"Angra dos Reis";"RJ";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ANGRA DOS REIS - RJ";"CME-ANGRA-DOS-REIS-RJ";"angradosreis-rj";"PRESIDENTE: LUIS CLÁUDIO DA SILVA"
"uncme-71";"municipal";"Anguera";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ANGUERA - BA";"CME-ANGUERA-BA";"anguera-ba";"PRESIDENTE: JIRLANE VIEIRA FERREIRA MASCARENHAS"
"uncme-72";"municipal";"Anicuns";"GO";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ANICUNS - GO";"CME-ANICUNS-GO";"anicuns-go";"PRESIDENTE: LÚCY LAURA DOS SANTOS SOUZA"
"uncme-73";"municipal";"Antas";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ANTAS - BA";"CME-ANTAS-BA";"antas-ba";"PRESIDENTE: RITA DE CASSIA ALVES CASTRO"
"uncme-74";"municipal";"Antônio Cardoso";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ANTÔNIO CARDOSO - BA";"CME-ANTÔNIO-CARDOSO-BA";"antoniocardoso-ba";"PRESIDENTE: AGNALDO CARVALHO DE OLIVEIRA CARVALHO"
"uncme-75";"municipal";"Antônio Carlos";"SC";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ANTÔNIO CARLOS - SC";"CME-ANTÔNIO-CARLOS-SC";"antoniocarlos-sc";"PRESIDENTE: ADILSON ARRUDA COELHO"
"uncme-76";"municipal";"Antônio João";"MS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ANTÔNIO JOÃO - MS";"CME-ANTÔNIO-JOÃO-MS";"antoniojoao-ms";"PRESIDENTE: IZILDA BARCELOS"
"uncme-77";"municipal";"Antônio Prado";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ANTÔNIO PRADO - RS";"CME-ANTÔNIO-PRADO-RS";"antonioprado-rs";"PRESIDENTE: MARISOL BARBIERI RAVANELLO"
"uncme-78";"municipal";"Aparecida de Goiânia";"GO";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE APARECIDA DE GOIÂNIA - GO";"CME-APARECIDA-DE-GOIÂNIA-GO";"aparecidadegoiania-go";"PRESIDENTE: DORALICE DE FRANÇA SANTOS"
"uncme-79";"municipal";"Aparecida do Taboado";"MS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE APARECIDA DO TABOADO - MS";"CME-APARECIDA-DO-TABOADO-MS";"aparecidadotaboado-ms";"PRESIDENTE: EDILEIDE APARECIDA XAVIER DA CRUZ"
"uncme-80";"municipal";"Apicum-Açu";"MA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE APICUM-AÇU - MA";"CME-APICUM-AÇU-MA";"apicumacu-ma";"PRESIDENTE: JAKEDILCE DE MARIA SANTOS CASTRO"
"uncme-81";"municipal";"Apodi";"RN";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE APODI - RN";"CME-APODI-RN";"apodi-rn";"PRESIDENTE: OZAMIR LIMA DE SOUZA"
"uncme-82";"municipal";"Aporá";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE APORÁ - BA";"CME-APORÁ-BA";"apora-ba";"PRESIDENTE: JOSENILDE MOURA OLIVEIRA"
"uncme-83";"municipal";"Apuarema";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE APUAREMA - BA";"CME-APUAREMA-BA";"apuarema-ba";"PRESIDENTE: JOSENI SANTOS CAETANO"
"uncme-84";"municipal";"Aquidabã";"SE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AQUIDABÃ - SE";"CME-AQUIDABÃ-SE";"aquidaba-se";"PRESIDENTE: EDSON GOMES DA SILVA"
"uncme-85";"municipal";"Aquidauana";"MS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AQUIDAUANA - MS";"CME-AQUIDAUANA-MS";"aquidauana-ms";"PRESIDENTE: SHEILA GONÇALVES MENDES OLIVEIRA"
"uncme-86";"municipal";"Aquiraz";"CE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AQUIRAZ - CE";"CME-AQUIRAZ-CE";"aquiraz-ce";"PRESIDENTE: GUARACIARA BARROS LEAL"
"uncme-87";"municipal";"Aracaju";"SE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARACAJU - SE";"CME-ARACAJU-SE";"aracaju-se";"PRESIDENTE: PROFA. MSC. MARIA JOSÉ GUIMARÃES VIEIRA"
"uncme-88";"municipal";"Araçariguama";"SP";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARAÇARIGUAMA - SP";"CME-ARAÇARIGUAMA-SP";"aracariguama-sp";"PRESIDENTE: ROSIMEIRE DE MORAES FHILLIPPE"
"uncme-89";"municipal";"Araças";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARAÇAS - BA";"CME-ARAÇAS-BA";"aracas-ba";"PRESIDENTE: MARIANA NEPOMUCENO DE ALMEIDA"
"uncme-90";"municipal";"Aracati";"CE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARACATI - CE";"CME-ARACATI-CE";"aracati-ce";"PRESIDENTE: MELISA HELENA PORTO ROCHA DE SOUZA"
"uncme-91";"municipal";"Aracatu";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARACATU - BA";"CME-ARACATU-BA";"aracatu-ba";"PRESIDENTE: CELIA SOUSA PORTO"
"uncme-92";"municipal";"Araci";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARACI - BA";"CME-ARACI-BA";"araci-ba";"PRESIDENTE: NEYLA GEORGIA CARVALHO LOPES"
"uncme-93";"municipal";"Araçoiaba";"PE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARAÇOIABA - PE";"CME-ARAÇOIABA-PE";"aracoiaba-pe";"PRESIDENTE: VANESKA MARIA DE MELO SILVA "
"uncme-94";"municipal";"Araguaína";"TO";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARAGUAÍNA - TO";"CME-ARAGUAÍNA-TO";"araguaina-to";"PRESIDENTE: SILVINIA  PEREIRA DE SOUSA PIRES"
"uncme-95";"municipal";"Aral Moreira";"MS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARAL MOREIRA - MS";"CME-ARAL-MOREIRA-MS";"aralmoreira-ms";"PRESIDENTE: DALVA EZENIR BAMBIL MARTINS"
"uncme-96";"municipal";"Arapiraca";"AL";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARAPIRACA - AL";"CME-ARAPIRACA-AL";"arapiraca-al";"PRESIDENTE: MARCONES PEREIRA NUNES MONTEIRO"
"uncme-97";"municipal";"Araputanga";"MT";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARAPUTANGA - MT";"CME-ARAPUTANGA-MT";"araputanga-mt";"PRESIDENTE: ELENIR DOS SANTOS FERREIRA"
"uncme-98";"municipal";"Arari";"MA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARARI - MA";"CME-ARARI-MA";"arari-ma";"PRESIDENTE: ANA GLÓRIA CAMPELO PRAZERES"
"uncme-99";"municipal";"Araricá";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARARICÁ - RS";"CME-ARARICÁ-RS";"ararica-rs";"PRESIDENTE: SILVIA BARBOSA PINO"
"uncme-100";"municipal";"Araruama";"RJ";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARARUAMA - RJ";"CME-ARARUAMA-RJ";"araruama-rj";"PRESIDENTE: LUCIA FERNANDA DOMINGUES FERREIRA PINTO"
"uncme-101";"municipal";"Araruna";"PB";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARARUNA - PB";"CME-ARARUNA-PB";"araruna-pb";"PRESIDENTE: GIOMAR DA COSTA BARROS"
"uncme-102";"municipal";"Arataca";"BA";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARATACA - BA";"CME-ARATACA-BA";"arataca-ba";"PRESIDENTE: CONCEIÇÃO MARIA DOS SANTOS"
"uncme-103";"municipal";"Aratiba";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARATIBA - RS";"CME-ARATIBA-RS";"aratiba-rs";"PRESIDENTE: ELAINE LÚCIA BERTUZZI BARAZETTI"
"uncme-104";"municipal";"Arauá";"SE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARAUÁ - SE";"CME-ARAUÁ-SE";"araua-se";"PRESIDENTE: MARIA ALDINA SANTOS CONCEIÇÃO SANTOS NASCIMENTO"
"uncme-105";"municipal";"Araucária";"PR";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARAUCÁRIA - PR";"CME-ARAUCÁRIA-PR";"araucaria-pr";"PRESIDENTE: CLAUDINÉIA MARIA VISCHI AVANZINI"
"uncme-106";"municipal";"Arcoverde";"PE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARCOVERDE - PE";"CME-ARCOVERDE-PE";"arcoverde-pe";"PRESIDENTE: FRANKLIN SANTO FREIRE"
"uncme-107";"municipal";"Areia Branca";"RN";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AREIA BRANCA - RN";"CME-AREIA-BRANCA-RN";"areiabranca-rn";"PRESIDENTE: CARLOS ALBERTO RODRIGUES DE OLIVIERA"
"uncme-108";"municipal";"Areia Branca";"SE";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE AREIA BRANCA - SE";"CME-AREIA-BRANCA-SE";"areiabranca-se";"PRESIDENTE: ALEXANDRA DA SILVA SANTOS"
"uncme-109";"municipal";"Aripuanã";"MT";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARIPUANÃ - MT";"CME-ARIPUANÃ-MT";"aripuana-mt";"PRESIDENTE: IZAURINHA MOREIRA DE AZEVEDO"
"uncme-110";"municipal";"Ariquemes";"RO";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARIQUEMES - RO";"CME-ARIQUEMES-RO";"ariquemes-ro";"PRESIDENTE: CATARINA DA SILVA SEIBT"
"uncme-111";"municipal";"Arroio do Meio";"RS";"CONSELHO MUNICIPAL DE EDUCAÇÃO DE ARROIO DO MEIO - RS";"CME-ARROIO-DO-MEIO-RS";"arroiodomeio-rs";"PRESIDENTE: DENISE GERHARDT NEUMANN"
